Weekly Income,Region,Value
"$300-$399 ($15,600-$20,799)",Burnside,0
"$400-$499 ($20,800-$25,999)",Burnside,0
"$500-$649 ($26,000-$33,799)",Burnside,0
"$650-$799 ($33,800-$41,599)",Burnside,0
"$800-$999 ($41,600-$51,999)",Burnside,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside,0
"$1,500-$1,749 ($78,000-$90,999)",Burnside,0
"$1,750-$1,999 ($91,000-$103,999)",Burnside,0
"$2,000-$2,499 ($104,000-$129,999)",Burnside,0
"$2,500-$2,999 ($130,000-$155,999)",Burnside,0
"$3,000-$3,499 ($156,000-$181,999)",Burnside,0
"$3,500-$3,999 ($182,000-$207,999)",Burnside,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside,0
"$4,500-$4,999 ($234,000-$259,999)",Burnside,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside,0
"$8,000 or more ($416,000 or more)",Burnside,0
Partial income stated,Burnside,0
All incomes not stated,Burnside,0
Negative income,Burnside,0
Nil income,Burnside,0
"$1-$149 ($1-$7,799)",Burnside,0
"$150-$299 ($7,800-$15,599)",Burnside,0
"$300-$399 ($15,600-$20,799)",Burnside,0
"$400-$499 ($20,800-$25,999)",Burnside,0
"$500-$649 ($26,000-$33,799)",Burnside,0
"$650-$799 ($33,800-$41,599)",Burnside,0
"$800-$999 ($41,600-$51,999)",Burnside,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside,0
"$1,500-$1,749 ($78,000-$90,999)",Burnside,0
"$1,750-$1,999 ($91,000-$103,999)",Burnside,0
"$2,000-$2,499 ($104,000-$129,999)",Burnside,0
"$2,500-$2,999 ($130,000-$155,999)",Burnside,0
"$3,000-$3,499 ($156,000-$181,999)",Burnside,0
"$3,500-$3,999 ($182,000-$207,999)",Burnside,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside,0
"$4,500-$4,999 ($234,000-$259,999)",Burnside,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside,0
"$8,000 or more ($416,000 or more)",Burnside,0
Partial income stated,Burnside,0
All incomes not stated,Burnside,0
Negative income,Burnside,0
Nil income,Burnside,0
"$1-$149 ($1-$7,799)",Burnside,0
"$150-$299 ($7,800-$15,599)",Burnside,0
"$300-$399 ($15,600-$20,799)",Burnside,0
"$400-$499 ($20,800-$25,999)",Burnside,0
"$500-$649 ($26,000-$33,799)",Burnside,0
"$650-$799 ($33,800-$41,599)",Burnside,0
"$800-$999 ($41,600-$51,999)",Burnside,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,132
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,137
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,139
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,141
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,242
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,174
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,103
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,55
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,40
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,15
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,18
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,9
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,115
All incomes not stated,Burnside Heights,32
Negative income,Burnside Heights,4
Nil income,Burnside Heights,10
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,10
"$300-$399 ($15,600-$20,799)",Burnside Heights,8
"$400-$499 ($20,800-$25,999)",Burnside Heights,32
"$500-$649 ($26,000-$33,799)",Burnside Heights,49
"$650-$799 ($33,800-$41,599)",Burnside Heights,92
"$800-$999 ($41,600-$51,999)",Burnside Heights,81
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,111
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,113
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,118
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,127
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,217
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,154
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,82
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,48
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,30
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,8
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,11
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,9
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,95
All incomes not stated,Burnside Heights,18
Negative income,Burnside Heights,4
Nil income,Burnside Heights,5
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,4
"$300-$399 ($15,600-$20,799)",Burnside Heights,3
"$400-$499 ($20,800-$25,999)",Burnside Heights,19
"$500-$649 ($26,000-$33,799)",Burnside Heights,34
"$650-$799 ($33,800-$41,599)",Burnside Heights,79
"$800-$999 ($41,600-$51,999)",Burnside Heights,66
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,3
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,5
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,5
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,4
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,7
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,10
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,3
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,0
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,8
All incomes not stated,Burnside Heights,0
Negative income,Burnside Heights,0
Nil income,Burnside Heights,0
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,0
"$300-$399 ($15,600-$20,799)",Burnside Heights,0
"$400-$499 ($20,800-$25,999)",Burnside Heights,0
"$500-$649 ($26,000-$33,799)",Burnside Heights,0
"$650-$799 ($33,800-$41,599)",Burnside Heights,3
"$800-$999 ($41,600-$51,999)",Burnside Heights,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,4
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,6
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,3
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,13
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,13
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,8
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,4
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,3
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,4
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,0
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,9
All incomes not stated,Burnside Heights,0
Negative income,Burnside Heights,0
Nil income,Burnside Heights,0
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,0
"$300-$399 ($15,600-$20,799)",Burnside Heights,0
"$400-$499 ($20,800-$25,999)",Burnside Heights,0
"$500-$649 ($26,000-$33,799)",Burnside Heights,0
"$650-$799 ($33,800-$41,599)",Burnside Heights,0
"$800-$999 ($41,600-$51,999)",Burnside Heights,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,0
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,0
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,0
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,0
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,0
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,0
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,0
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,0
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,0
All incomes not stated,Burnside Heights,0
Negative income,Burnside Heights,0
Nil income,Burnside Heights,0
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,0
"$300-$399 ($15,600-$20,799)",Burnside Heights,0
"$400-$499 ($20,800-$25,999)",Burnside Heights,0
"$500-$649 ($26,000-$33,799)",Burnside Heights,0
"$650-$799 ($33,800-$41,599)",Burnside Heights,0
"$800-$999 ($41,600-$51,999)",Burnside Heights,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,0
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,0
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,0
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,0
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,0
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,0
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,0
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,0
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,0
All incomes not stated,Burnside Heights,0
Negative income,Burnside Heights,0
Nil income,Burnside Heights,0
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,0
"$300-$399 ($15,600-$20,799)",Burnside Heights,0
"$400-$499 ($20,800-$25,999)",Burnside Heights,0
"$500-$649 ($26,000-$33,799)",Burnside Heights,0
"$650-$799 ($33,800-$41,599)",Burnside Heights,0
"$800-$999 ($41,600-$51,999)",Burnside Heights,0
"$1,000-$1,249 ($52,000-$64,999)",Burnside Heights,0
"$1,250-$1,499 ($65,000-$77,999)",Burnside Heights,0
"$1,500-$1,749 ($78,000-$90,999)",Burnside Heights,0
"$1,750-$1,999 ($91,000-$103,999)",Burnside Heights,0
"$2,000-$2,499 ($104,000-$129,999)",Burnside Heights,0
"$2,500-$2,999 ($130,000-$155,999)",Burnside Heights,0
"$3,000-$3,499 ($156,000-$181,999)",Burnside Heights,0
"$3,500-$3,999 ($182,000-$207,999)",Burnside Heights,0
"$4,000-$4,499 ($208,000-$233,999)",Burnside Heights,0
"$4,500-$4,999 ($234,000-$259,999)",Burnside Heights,0
"$5,000-$5,999 ($260,000-$311,999)",Burnside Heights,0
"$6,000-$7,999 ($312,000-$415,999)",Burnside Heights,0
"$8,000 or more ($416,000 or more)",Burnside Heights,0
Partial income stated,Burnside Heights,0
All incomes not stated,Burnside Heights,0
Negative income,Burnside Heights,0
Nil income,Burnside Heights,0
"$1-$149 ($1-$7,799)",Burnside Heights,0
"$150-$299 ($7,800-$15,599)",Burnside Heights,0
"$300-$399 ($15,600-$20,799)",Burnside Heights,0
"$400-$499 ($20,800-$25,999)",Burnside Heights,0
"$500-$649 ($26,000-$33,799)",Burnside Heights,0
"$650-$799 ($33,800-$41,599)",Burnside Heights,0
"$800-$999 ($41,600-$51,999)",Burnside Heights,0
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,453
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,472
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,450
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,429
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,873
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,566
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,347
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,258
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,114
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,96
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,96
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,47
"$8,000 or more ($416,000 or more)",Caroline Springs,3
Partial income stated,Caroline Springs,439
All incomes not stated,Caroline Springs,105
Negative income,Caroline Springs,21
Nil income,Caroline Springs,75
"$1-$149 ($1-$7,799)",Caroline Springs,33
"$150-$299 ($7,800-$15,599)",Caroline Springs,79
"$300-$399 ($15,600-$20,799)",Caroline Springs,68
"$400-$499 ($20,800-$25,999)",Caroline Springs,183
"$500-$649 ($26,000-$33,799)",Caroline Springs,149
"$650-$799 ($33,800-$41,599)",Caroline Springs,276
"$800-$999 ($41,600-$51,999)",Caroline Springs,331
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,327
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,354
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,355
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,356
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,758
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,523
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,328
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,218
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,93
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,82
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,85
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,38
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,383
All incomes not stated,Caroline Springs,61
Negative income,Caroline Springs,21
Nil income,Caroline Springs,48
"$1-$149 ($1-$7,799)",Caroline Springs,23
"$150-$299 ($7,800-$15,599)",Caroline Springs,36
"$300-$399 ($15,600-$20,799)",Caroline Springs,32
"$400-$499 ($20,800-$25,999)",Caroline Springs,92
"$500-$649 ($26,000-$33,799)",Caroline Springs,98
"$650-$799 ($33,800-$41,599)",Caroline Springs,206
"$800-$999 ($41,600-$51,999)",Caroline Springs,229
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,12
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,6
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,7
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,6
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,17
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,9
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,13
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,8
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,5
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,3
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,0
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,0
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,12
All incomes not stated,Caroline Springs,0
Negative income,Caroline Springs,0
Nil income,Caroline Springs,0
"$1-$149 ($1-$7,799)",Caroline Springs,0
"$150-$299 ($7,800-$15,599)",Caroline Springs,0
"$300-$399 ($15,600-$20,799)",Caroline Springs,0
"$400-$499 ($20,800-$25,999)",Caroline Springs,0
"$500-$649 ($26,000-$33,799)",Caroline Springs,0
"$650-$799 ($33,800-$41,599)",Caroline Springs,0
"$800-$999 ($41,600-$51,999)",Caroline Springs,7
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,9
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,10
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,8
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,13
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,19
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,17
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,9
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,13
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,12
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,9
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,11
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,4
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,24
All incomes not stated,Caroline Springs,3
Negative income,Caroline Springs,0
Nil income,Caroline Springs,0
"$1-$149 ($1-$7,799)",Caroline Springs,0
"$150-$299 ($7,800-$15,599)",Caroline Springs,0
"$300-$399 ($15,600-$20,799)",Caroline Springs,0
"$400-$499 ($20,800-$25,999)",Caroline Springs,0
"$500-$649 ($26,000-$33,799)",Caroline Springs,0
"$650-$799 ($33,800-$41,599)",Caroline Springs,3
"$800-$999 ($41,600-$51,999)",Caroline Springs,0
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,0
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,0
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,0
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,0
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,0
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,3
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,0
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,0
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,0
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,0
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,0
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,0
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,0
All incomes not stated,Caroline Springs,0
Negative income,Caroline Springs,0
Nil income,Caroline Springs,0
"$1-$149 ($1-$7,799)",Caroline Springs,0
"$150-$299 ($7,800-$15,599)",Caroline Springs,0
"$300-$399 ($15,600-$20,799)",Caroline Springs,0
"$400-$499 ($20,800-$25,999)",Caroline Springs,0
"$500-$649 ($26,000-$33,799)",Caroline Springs,0
"$650-$799 ($33,800-$41,599)",Caroline Springs,0
"$800-$999 ($41,600-$51,999)",Caroline Springs,0
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,0
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,0
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,0
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,0
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,3
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,0
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,0
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,0
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,3
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,0
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,0
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,0
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,0
All incomes not stated,Caroline Springs,0
Negative income,Caroline Springs,0
Nil income,Caroline Springs,0
"$1-$149 ($1-$7,799)",Caroline Springs,0
"$150-$299 ($7,800-$15,599)",Caroline Springs,0
"$300-$399 ($15,600-$20,799)",Caroline Springs,0
"$400-$499 ($20,800-$25,999)",Caroline Springs,0
"$500-$649 ($26,000-$33,799)",Caroline Springs,0
"$650-$799 ($33,800-$41,599)",Caroline Springs,0
"$800-$999 ($41,600-$51,999)",Caroline Springs,0
"$1,000-$1,249 ($52,000-$64,999)",Caroline Springs,0
"$1,250-$1,499 ($65,000-$77,999)",Caroline Springs,0
"$1,500-$1,749 ($78,000-$90,999)",Caroline Springs,0
"$1,750-$1,999 ($91,000-$103,999)",Caroline Springs,0
"$2,000-$2,499 ($104,000-$129,999)",Caroline Springs,0
"$2,500-$2,999 ($130,000-$155,999)",Caroline Springs,0
"$3,000-$3,499 ($156,000-$181,999)",Caroline Springs,0
"$3,500-$3,999 ($182,000-$207,999)",Caroline Springs,0
"$4,000-$4,499 ($208,000-$233,999)",Caroline Springs,0
"$4,500-$4,999 ($234,000-$259,999)",Caroline Springs,0
"$5,000-$5,999 ($260,000-$311,999)",Caroline Springs,0
"$6,000-$7,999 ($312,000-$415,999)",Caroline Springs,0
"$8,000 or more ($416,000 or more)",Caroline Springs,0
Partial income stated,Caroline Springs,0
All incomes not stated,Caroline Springs,0
Negative income,Caroline Springs,0
Nil income,Caroline Springs,0
"$1-$149 ($1-$7,799)",Caroline Springs,0
"$150-$299 ($7,800-$15,599)",Caroline Springs,0
"$300-$399 ($15,600-$20,799)",Caroline Springs,0
"$400-$499 ($20,800-$25,999)",Caroline Springs,0
"$500-$649 ($26,000-$33,799)",Caroline Springs,0
"$650-$799 ($33,800-$41,599)",Caroline Springs,0
"$800-$999 ($41,600-$51,999)",Caroline Springs,0
"$1,000-$1,249 ($52,000-$64,999)",Hoppers Crossing - North,558
"$1,250-$1,499 ($65,000-$77,999)",Hoppers Crossing - North,518
"$1,500-$1,749 ($78,000-$90,999)",Hoppers Crossing - North,418
"$1,750-$1,999 ($91,000-$103,999)",Hoppers Crossing - North,422
"$2,000-$2,499 ($104,000-$129,999)",Hoppers Crossing - North,722
"$2,500-$2,999 ($130,000-$155,999)",Hoppers Crossing - North,446
"$3,000-$3,499 ($156,000-$181,999)",Hoppers Crossing - North,258
"$3,500-$3,999 ($182,000-$207,999)",Hoppers Crossing - North,182
"$4,000-$4,499 ($208,000-$233,999)",Hoppers Crossing - North,105
"$4,500-$4,999 ($234,000-$259,999)",Hoppers Crossing - North,62
"$5,000-$5,999 ($260,000-$311,999)",Hoppers Crossing - North,63
"$6,000-$7,999 ($312,000-$415,999)",Hoppers Crossing - North,34
"$8,000 or more ($416,000 or more)",Hoppers Crossing - North,3
Partial income stated,Hoppers Crossing - North,488
All incomes not stated,Hoppers Crossing - North,118
Negative income,Hoppers Crossing - North,11
Nil income,Hoppers Crossing - North,85
"$1-$149 ($1-$7,799)",Hoppers Crossing - North,36
"$150-$299 ($7,800-$15,599)",Hoppers Crossing - North,107
"$300-$399 ($15,600-$20,799)",Hoppers Crossing - North,118
"$400-$499 ($20,800-$25,999)",Hoppers Crossing - North,252
"$500-$649 ($26,000-$33,799)",Hoppers Crossing - North,211
"$650-$799 ($33,800-$41,599)",Hoppers Crossing - North,378
"$800-$999 ($41,600-$51,999)",Hoppers Crossing - North,480
"$1,000-$1,249 ($52,000-$64,999)",Hoppers Crossing - North,408
"$1,250-$1,499 ($65,000-$77,999)",Hoppers Crossing - North,385
"$1,500-$1,749 ($78,000-$90,999)",Hoppers Crossing - North,331
"$1,750-$1,999 ($91,000-$103,999)",Hoppers Crossing - North,364
"$2,000-$2,499 ($104,000-$129,999)",Hoppers Crossing - North,613
"$2,500-$2,999 ($130,000-$155,999)",Hoppers Crossing - North,396
"$3,000-$3,499 ($156,000-$181,999)",Hoppers Crossing - North,228
"$3,500-$3,999 ($182,000-$207,999)",Hoppers Crossing - North,147
"$4,000-$4,499 ($208,000-$233,999)",Hoppers Crossing - North,88
"$4,500-$4,999 ($234,000-$259,999)",Hoppers Crossing - North,52
"$5,000-$5,999 ($260,000-$311,999)",Hoppers Crossing - North,52
"$6,000-$7,999 ($312,000-$415,999)",Hoppers Crossing - North,29
"$8,000 or more ($416,000 or more)",Hoppers Crossing - North,3
Partial income stated,Hoppers Crossing - North,430
All incomes not stated,Hoppers Crossing - North,68
Negative income,Hoppers Crossing - North,8
Nil income,Hoppers Crossing - North,46
"$1-$149 ($1-$7,799)",Hoppers Crossing - North,23
"$150-$299 ($7,800-$15,599)",Hoppers Crossing - North,37
"$300-$399 ($15,600-$20,799)",Hoppers Crossing - North,37
"$400-$499 ($20,800-$25,999)",Hoppers Crossing - North,104
"$500-$649 ($26,000-$33,799)",Hoppers Crossing - North,132
"$650-$799 ($33,800-$41,599)",Hoppers Crossing - North,277
"$800-$999 ($41,600-$51,999)",Hoppers Crossing - North,338
"$1,000-$1,249 ($52,000-$64,999)",Hoppers Crossing - North,13
"$1,250-$1,499 ($65,000-$77,999)",Hoppers Crossing - North,18
"$1,500-$1,749 ($78,000-$90,999)",Hoppers Crossing - North,20
"$1,750-$1,999 ($91,000-$103,999)",Hoppers Crossing - North,7
"$2,000-$2,499 ($104,000-$129,999)",Hoppers Crossing - North,22
"$2,500-$2,999 ($130,000-$155,999)",Hoppers Crossing - North,21
"$3,000-$3,499 ($156,000-$181,999)",Hoppers Crossing - North,8
"$3,500-$3,999 ($182,000-$207,999)",Hoppers Crossing - North,5
"$4,000-$4,499 ($208,000-$233,999)",Hoppers Crossing - North,7
"$4,500-$4,999 ($234,000-$259,999)",Hoppers Crossing - North,4
"$5,000-$5,999 ($260,000-$311,999)",Hoppers Crossing - North,3
"$6,000-$7,999 ($312,000-$415,999)",Hoppers Crossing - North,6
"$8,000 or more ($416,000 or more)",Hoppers Crossing - North,0
Partial income stated,Hoppers Crossing - North,13
All incomes not stated,Hoppers Crossing - North,5
Negative income,Hoppers Crossing - North,0
Nil income,Hoppers Crossing - North,0
"$1-$149 ($1-$7,799)",Hoppers Crossing - North,0
"$150-$299 ($7,800-$15,599)",Hoppers Crossing - North,0
"$300-$399 ($15,600-$20,799)",Hoppers Crossing - North,0
"$400-$499 ($20,800-$25,999)",Hoppers Crossing - North,0
"$500-$649 ($26,000-$33,799)",Hoppers Crossing - North,3
"$650-$799 ($33,800-$41,599)",Hoppers Crossing - North,5
"$800-$999 ($41,600-$51,999)",Hoppers Crossing - North,4
"$1,000-$1,249 ($52,000-$64,999)",Hoppers Crossing - North,11
"$1,250-$1,499 ($65,000-$77,999)",Hoppers Crossing - North,9
"$1,500-$1,749 ($78,000-$90,999)",Hoppers Crossing - North,11
"$1,750-$1,999 ($91,000-$103,999)",Hoppers Crossing - North,11
"$2,000-$2,499 ($104,000-$129,999)",Hoppers Crossing - North,27
"$2,500-$2,999 ($130,000-$155,999)",Hoppers Crossing - North,21
"$3,000-$3,499 ($156,000-$181,999)",Hoppers Crossing - North,10
"$3,500-$3,999 ($182,000-$207,999)",Hoppers Crossing - North,16
"$4,000-$4,499 ($208,000-$233,999)",Hoppers Crossing - North,8
"$4,500-$4,999 ($234,000-$259,999)",Hoppers Crossing - North,4
"$5,000-$5,999 ($260,000-$311,999)",Hoppers Crossing - North,10
"$6,000-$7,999 ($312,000-$415,999)",Hoppers Crossing - North,0
"$8,000 or more ($416,000 or more)",Hoppers Crossing - North,0
Partial income stated,Hoppers Crossing - North,31
All incomes not stated,Hoppers Crossing - North,0
Negative income,Hoppers Crossing - North,0
Nil income,Hoppers Crossing - North,0
"$1-$149 ($1-$7,799)",Hoppers Crossing - North,0
