MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051099,Alps - West,A,Annual,2019,2019,24,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051100,Longford - Loch Sport,A,Annual,2019,2019,4452,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051101,Maffra,A,Annual,2019,2019,14335,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051102,Rosedale,A,Annual,2019,2019,4918,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051103,Sale,A,Annual,2019,2019,15135,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205051104,Yarram,A,Annual,2019,2019,5444,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,215,North West,A,Annual,2019,2019,152106,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21501,Grampians,A,Annual,2019,2019,59084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011386,Ararat,A,Annual,2019,2019,8448,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011387,Ararat Region,A,Annual,2019,2019,3245,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011388,Horsham,A,Annual,2019,2019,16589,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011389,Horsham Region,A,Annual,2019,2019,3394,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011390,Nhill Region,A,Annual,2019,2019,6722,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011391,St Arnaud,A,Annual,2019,2019,3284,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011392,Stawell,A,Annual,2019,2019,8109,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011393,West Wimmera,A,Annual,2019,2019,2713,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215011394,Yarriambiack,A,Annual,2019,2019,6580,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21502,Mildura,A,Annual,2019,2019,55777,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021395,Irymple,A,Annual,2019,2019,7193,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021396,Merbein,A,Annual,2019,2019,4877,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021398,Mildura Region,A,Annual,2019,2019,3775,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021399,Red Cliffs,A,Annual,2019,2019,5990,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021469,Mildura - North,A,Annual,2019,2019,18709,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215021470,Mildura - South,A,Annual,2019,2019,15233,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21503,Murray River - Swan Hill,A,Annual,2019,2019,37245,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031400,Buloke,A,Annual,2019,2019,6127,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031401,Gannawarra,A,Annual,2019,2019,6596,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031402,Kerang,A,Annual,2019,2019,3868,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031403,Robinvale,A,Annual,2019,2019,3328,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031404,Swan Hill,A,Annual,2019,2019,11089,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,215031405,Swan Hill Region,A,Annual,2019,2019,6237,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,216,Shepparton,A,Annual,2019,2019,134144,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21601,Campaspe,A,Annual,2019,2019,37830,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216011406,Echuca,A,Annual,2019,2019,14978,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216011407,Kyabram,A,Annual,2019,2019,11065,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216011408,Lockington - Gunbower,A,Annual,2019,2019,3856,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216011409,Rochester,A,Annual,2019,2019,3888,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216011410,Rushworth,A,Annual,2019,2019,4043,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21602,Moira,A,Annual,2019,2019,29925,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216021411,Cobram,A,Annual,2019,2019,6395,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216021412,Moira,A,Annual,2019,2019,2676,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216021413,Numurkah,A,Annual,2019,2019,12400,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216021414,Yarrawonga,A,Annual,2019,2019,8454,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21603,Shepparton,A,Annual,2019,2019,66389,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216031415,Mooroopna,A,Annual,2019,2019,8144,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216031416,Shepparton - North,A,Annual,2019,2019,19540,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216031417,Shepparton - South,A,Annual,2019,2019,24420,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216031418,Shepparton Region - East,A,Annual,2019,2019,3856,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,216031419,Shepparton Region - West,A,Annual,2019,2019,10429,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,217,Warrnambool and South West,A,Annual,2019,2019,125360,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21701,Glenelg - Southern Grampians,A,Annual,2019,2019,35816,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217011420,Glenelg (Vic.),A,Annual,2019,2019,8715,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217011421,Hamilton (Vic.),A,Annual,2019,2019,10125,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217011422,Portland,A,Annual,2019,2019,10928,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217011423,Southern Grampians,A,Annual,2019,2019,6048,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21703,Colac - Corangamite,A,Annual,2019,2019,37495,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031471,Camperdown,A,Annual,2019,2019,3506,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031472,Colac,A,Annual,2019,2019,12574,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031473,Colac Region,A,Annual,2019,2019,5364,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031474,Corangamite - North,A,Annual,2019,2019,5340,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031475,Corangamite - South,A,Annual,2019,2019,7103,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217031476,Otway,A,Annual,2019,2019,3608,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21704,Warrnambool,A,Annual,2019,2019,52049,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217041477,Moyne - East,A,Annual,2019,2019,6685,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217041478,Moyne - West,A,Annual,2019,2019,9841,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217041479,Warrnambool - North,A,Annual,2019,2019,22229,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,217041480,Warrnambool - South,A,Annual,2019,2019,13294,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,29799,Migratory - Offshore - Shipping (Vic.),A,Annual,2019,2019,0,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,297,Migratory - Offshore - Shipping (Vic.),A,Annual,2019,2019,0,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,29797,Migratory - Offshore - Shipping (Vic.),A,Annual,2019,2019,0,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,297979799,Migratory - Offshore - Shipping (Vic.),A,Annual,2019,2019,0,,
